-0.07,-0.12,0.49,-0.07,0.03,-0.01,0.02,0.03,0.12,-0.02,-0.01,0.01,-0.03,-0.98,0.02,0.01,-0.05,-0.02,-0.01,-0.00,-0.00,-0.03,-0.01,-0.03,-0.00,-0.01,0.02,-0.01,-0.01,-0.02,-0.47,-0.01,-0.02,-0.02,-0.01,-0.00,-0.01,-0.00,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.04,-0.02,0.01,-0.02,0.04,-0.04
-0.02,-0.07,-0.01,0.03,0.04,-0.02,-0.02,0.12,-0.01,-0.03,-0.02,-0.03,-0.00,0.01,-0.01,0.03,0.05,-0.05,-0.01,-0.01,-0.00,0.08,0.01,0.01,-0.01,-0.01,-0.01,-0.01,0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.01,-0.00,-0.00,-0.02,-0.02,-0.01,-0.00,-0.01,-0.00,0.02,-0.03,0.11,-0.15,-0.13
-0.01,-0.08,-0.10,0.02,-0.07,-0.05,-0.06,-0.04,-0.01,-0.24,-0.01,0.05,-0.17,0.02,-0.01,-0.07,-0.01,-0.01,-0.01,0.00,-0.01,0.00,-0.01,-0.01,-0.01,-0.01,-0.04,-0.02,-0.00,-0.01,-0.01,-0.01,0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.03,0.02,-0.00,-0.00,-0.95,-0.07
-0.07,-0.02,-0.06,-0.02,0.01,-0.00,-0.03,-0.02,-0.02,-0.01,-0.02,-0.01,-0.01,-0.00,-0.01,-0.01,0.04,-0.00,0.01,-0.00,0.00,0.01,-0.00,-0.00,-0.01,0.00,-0.01,-0.00,-0.01,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.04,0.01,0.01,0.02
-0.05,-0.04,-0.01,0.03,-0.01,0.10,0.09,0.02,-0.02,-0.01,0.02,-0.00,-0.01,-0.01,-0.01,-0.00,-0.01,0.00,-0.00,0.00,0.00,-0.00,-0.01,-0.01,-0.04,-0.00,-0.00,-0.01,-0.00,-0.01,-0.01,-0.01,-0.00,-0.01,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.02,0.00
-0.01,-0.04,-0.00,-0.04,-0.04,-0.04,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.01,-0.00,-0.00,0.01,-0.01,-0.00,0.01,-0.00,-0.00,-0.00,-0.01,-0.00,-0.02,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.02,0.00,-0.09,-0.01
-0.02,-0.01,0.01,-0.01,-0.00,0.00,0.03,0.01,-0.01,-0.01,-0.01,-0.01,-0.00,0.02,-0.00,-0.00,0.00,-0.04,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.01,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.02,-0.03,-0.03
-0.03,-0.01,-0.00,0.00,0.03,-0.34,0.00,-0.01,-0.01,-0.00,0.01,0.02,0.01,-0.01,-0.00,0.01,0.00,-0.00,0.01,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.02,-0.01
-0.02,-0.02,0.01,0.03,0.03,0.00,-0.00,-0.01,0.01,-0.20,0.02,0.00,-0.01,-0.00,-0.02,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.01
-0.01,-0.01,0.00,0.02,-0.00,-0.00,-0.00,-0.00,-0.02,0.01,-0.00,-0.01,0.00,-0.08,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.03,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00
-0.01,-0.01,0.01,0.00,-0.00,-0.00,-0.00,-0.07,0.00,-0.00,-0.00,-0.00,-0.08,-0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.02,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.01
0.02,-0.16,0.01,-0.00,-0.00,-0.00,0.01,0.01,-0.00,-0.00,-0.00,-0.05,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.01,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01
0.01,-0.00,-0.00,-0.00,-0.00,0.00,0.01,-0.00,-0.00,-0.00,-0.01,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01
-0.05,-0.00,-0.00,-0.00,0.00,-0.06,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.01,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
